ts_code,name
159642.SZ,碳中和100ETF
015811.OF,兴证全球恒泰一年定开
016218.OF,中银证券慧泽平衡3个月持有C
016020.OF,招商中证电池主题联接C
016019.OF,招商中证电池主题联接A
014355.OF,东方欣冉九个月持有C
015983.OF,国泰君安稳债双利6个月持有C
014354.OF,东方欣冉九个月持有A
015982.OF,国泰君安稳债双利6个月持有A
015920.OF,申万菱信专精特新主题C
015919.OF,申万菱信专精特新主题A
016112.OF,国投瑞银顺熙一年定开
015859.OF,宝盈国证证券龙头A
015860.OF,宝盈国证证券龙头C
015149.OF,华安中证1000指数增强C
015595.OF,交银臻选回报C
015148.OF,华安中证1000指数增强A
560550.SH,碳中和ETF龙头
562990.SH,碳中和ETF易方达
016094.OF,华泰紫金添鑫30天滚动中短债C
016172.OF,鹏扬利泽D
180401.SZ,鹏华深圳能源REIT
561190.SH,双碳ETF
159639.SZ,碳中和ETF南方
016093.OF,华泰紫金添鑫30天滚动中短债A
015960.OF,创金合信同业存单指数7天持有
016134.OF,嘉实沪深300增强C
016209.OF,申万菱信中证军工C
014562.OF,易方达品质动能三年持有A
015315.OF,富国汇享三个月定开A
014956.OF,国联安添益增长C
016052.OF,华商改革创新C
015777.OF,财通资管通达未来6个月持有C
014563.OF,易方达品质动能三年持有C
016070.OF,华商新常态C
015443.OF,惠升惠享启睿A
016069.OF,华商研究精选C
015979.OF,安信恒鑫增强C
016042.OF,华安稳健回报C
016071.OF,华安智联C
016049.OF,华商甄选回报C
015776.OF,财通资管通达未来6个月持有A
015978.OF,安信恒鑫增强A
016154.OF,中银慧泽稳健3个月持有C
016153.OF,中银慧泽稳健3个月持有A
016136.OF,中银证券慧泽稳健3个月持有A
016137.OF,中银证券慧泽稳健3个月持有C
016138.OF,中银证券慧泽进取3个月持有A
016048.OF,华商新量化C
015444.OF,惠升惠享启睿C
016139.OF,中银证券慧泽进取3个月持有C
014955.OF,国联安添益增长A
015316.OF,富国汇享三个月定开C
016051.OF,华商万众创新C
016050.OF,华商高端装备制造C
014067.OF,国泰稳健收益一年持有
014886.OF,长盛匠心研究精选C
014885.OF,长盛匠心研究精选A
513280.SH,恒生生物科技ETF
015853.OF,汇添富稳安三个月持有A
015854.OF,汇添富稳安三个月持有C
014467.OF,工银行业优选C
014466.OF,工银行业优选A
015855.OF,汇添富稳安三个月持有E
016059.OF,长城久鼎C
012328.OF,天弘中证新能源指数增强A
012329.OF,天弘中证新能源指数增强C
015874.OF,工银国证新能源车电池联接C
970178.OF,南京证券神州天添利
015873.OF,工银国证新能源车电池联接A
970175.OF,国海现金宝
513220.SH,中概互联ETF
016107.OF,红土创新丰源中短债B
016033.OF,华宝中证1000C
014357.OF,长信企业成长三年持有C
561700.SH,电力ETF基金
513120.SH,港股创新药ETF
970162.OF,东海证券现金管家
016090.OF,中泰玉衡价值优选C
014356.OF,长信企业成长三年持有A
159636.SZ,港股通科技30ETF
014614.OF,南方固元6个月持有C
014613.OF,南方固元6个月持有A
561160.SH,锂电池ETF
562350.SH,电力指数ETF
016083.OF,中加同业存单指数7天持有
015597.OF,方正富邦稳泓3个月定开
015851.OF,南华瑞诚一年定开
013888.OF,天弘新华沪港深新兴消费品牌A
013889.OF,天弘新华沪港深新兴消费品牌C
013383.OF,恒生前海高端制造A
013384.OF,恒生前海高端制造C
900016.OF,中信证券现金增值
016086.OF,中银慧泽积极3个月持有A
016087.OF,中银慧泽积极3个月持有C
016084.OF,中银慧泽平衡3个月持有A
016085.OF,中银慧泽平衡3个月持有C
159628.SZ,国证2000ETF
016063.OF,华安同业存单指数7天持有
015785.OF,中信建投中证1000C
015769.OF,天弘低碳经济A
014835.OF,长盛安盈C
015784.OF,中信建投中证1000A
015886.OF,富安达先进制造C
013407.OF,长盛安盈A
016082.OF,工银同业存单指数7天持有
015229.OF,华夏低碳经济一年持有A
015230.OF,华夏低碳经济一年持有C
015161.OF,南方宝嘉C
014510.OF,圆信永丰聚兴一年定开
015412.OF,西部利得数字产业A
015413.OF,西部利得数字产业C
015160.OF,南方宝嘉A
015942.OF,上银慧享利30天滚动中短债A
015656.OF,富荣医药健康C
015655.OF,富荣医药健康A
015770.OF,天弘低碳经济C
015943.OF,上银慧享利30天滚动中短债C
015881.OF,中欧小盘成长C
015997.OF,大成中证电池主题A
015870.OF,富安达先进制造A
015880.OF,中欧小盘成长A
159635.SZ,基建50ETF
015869.OF,中银誉享一年定开
015998.OF,大成中证电池主题C
015501.OF,中银恒嘉60天滚动持有E
015918.OF,兴业30天滚动中短债C
015807.OF,中银宏观策略C
015491.OF,博时科创主题C
016017.OF,长盛恒盛利率债C
970161.OF,西南证券双喜增利
015399.OF,格林泓丰一年定开
014792.OF,华泰柏瑞匠心臻选A
014793.OF,华泰柏瑞匠心臻选C
015834.OF,汇添富鑫和纯债A
015917.OF,兴业30天滚动中短债A
508008.SH,国金中国铁建REIT
015835.OF,汇添富鑫和纯债C
015362.OF,汇添富鑫裕一年定开A
016016.OF,长盛恒盛利率债A
015959.OF,太平嘉和三个月定开
015363.OF,汇添富鑫裕一年定开C
970173.OF,华安证券月月红
016002.OF,博时保证金C
015972.OF,中航航行宝B
015682.OF,华夏福源养老目标日期2045三年持有A
016096.OF,汇添富和聚宝C
014763.OF,鹏华鑫华一年持有A
015780.OF,大成ESG责任投资A
015949.OF,上银聚恒益一年定开
014764.OF,鹏华鑫华一年持有C
015781.OF,大成ESG责任投资C
015783.OF,创金合信稳健添利C
015782.OF,创金合信稳健添利A
970172.OF,平安证券现金宝
016061.OF,长城环保主题C
016095.OF,光大岁末红利纯债D
016062.OF,大成多策略C
016060.OF,大成健康产业C
015858.OF,浦银安盛盛嘉一年定开
014124.OF,华润元大ESG主题C
014123.OF,华润元大ESG主题A
015955.OF,万家同业存单指数7天持有
016041.OF,华安新机遇C
016047.OF,鹏扬利鑫60天滚动E
016040.OF,华安新动力C
015366.OF,申万菱信智量A
015815.OF,浦银安盛稳鑫120天滚动中短债A
015367.OF,申万菱信智量C
015950.OF,华夏蓝筹核心C
014072.OF,汇安裕同纯债A
015509.OF,平安养老目标日期2030一年持有A
015816.OF,浦银安盛稳鑫120天滚动中短债C
016018.OF,银河康乐C
014073.OF,汇安裕同纯债C
015840.OF,惠升中债1-5年政策性金融债A
015944.OF,中银同业存单指数7天持有
015841.OF,惠升中债1-5年政策性金融债C
014782.OF,建信兴衡优选一年持有C
015127.OF,长城产业成长A
015128.OF,长城产业成长C
014513.OF,金鹰远见优选A
015479.OF,国联益泓90天滚动A
014314.OF,鹏华创新增长一年持有C
015758.OF,富国智华稳进12个月持有C
015757.OF,富国智华稳进12个月持有A
014514.OF,金鹰远见优选C
015480.OF,国联益泓90天滚动C
014313.OF,鹏华创新增长一年持有A
015090.OF,易方达优势长兴三个月持有A
014721.OF,富国碳中和一年定开
015956.OF,国联安同业存单指数7天持有
015091.OF,易方达优势长兴三个月持有C
015945.OF,易方达国防军工C
014781.OF,建信兴衡优选一年持有A
015552.OF,中加安盈一年定开
015405.OF,嘉实90天滚动C
015404.OF,嘉实90天滚动A
016010.OF,兴银中证科创创业50E
015071.OF,鑫元专精特新企业精选主题A
015947.OF,兴业研究精选C
015072.OF,鑫元专精特新企业精选主题C
015897.OF,天弘中证细分化工产业主题C
015896.OF,天弘中证细分化工产业主题A
970174.OF,东证融汇现金管家
015630.OF,申万菱信乐融一年持有A
015631.OF,申万菱信乐融一年持有C
015829.OF,永赢新能源智选C
015721.OF,平安元悦60天滚动持有短债C
015828.OF,永赢新能源智选A
015720.OF,平安元悦60天滚动持有短债A
015810.OF,国泰君安君添利中短债C
015864.OF,华宝同业存单指数7天持有
159615.SZ,恒生生物科技ETF
015809.OF,国泰君安君添利中短债A
015946.OF,兴业国企改革C
015686.OF,富国新兴产业C
159609.SZ,光伏龙头ETF
015056.OF,百嘉百盛
014387.OF,光大尊利纯债一年定开
015715.OF,富国成长动力C
015863.OF,华泰柏瑞同业存单指数7天持有
015692.OF,富国通胀通缩主题C
014876.OF,长城瑞利纯债A
015470.OF,华安添锦
014059.OF,富国安慧A
014060.OF,富国安慧C
014877.OF,长城瑞利纯债C
015617.OF,永赢卓越臻选A
015618.OF,永赢卓越臻选C
015876.OF,富国中证消费电子主题联接A
015877.OF,富国中证消费电子主题联接C
014901.OF,兴证全球兴裕C
015965.OF,长城安心回报C
014900.OF,兴证全球兴裕A
014388.OF,渤海汇金兴宸一年定开
014411.OF,华夏时代领航两年持有C
015747.OF,博时四月享120天持有C
013421.OF,富国鑫汇养老目标日期2025一年持有A
015746.OF,博时四月享120天持有A
014410.OF,华夏时代领航两年持有A
015689.OF,富国价值增长C
015969.OF,博时富尊纯债一年定开
015691.OF,富国长期成长C
015690.OF,富国中小盘精选C
015441.OF,信澳智选先锋一年持有C
015440.OF,信澳智选先锋一年持有A
013351.OF,中加聚安60天滚动中短债A
013352.OF,中加聚安60天滚动中短债C
015559.OF,长江启航A
560650.SH,核心50ETF
015560.OF,长江启航C
015849.OF,富国创新企业C
560990.SH,中金科技先锋ETF
015576.OF,宏利绩优增长C
014626.OF,财通资管稳兴丰益六个月持有C
014625.OF,财通资管稳兴丰益六个月持有A
015875.OF,汇添富同业存单指数7天持有
015619.OF,宏利红利先锋C
015601.OF,宏利行业精选C
013954.OF,广发积极优势C
015003.OF,中邮尊佑一年定开
015936.OF,中信保诚弘远C
014711.OF,平安惠韵纯债C
014289.OF,淳厚稳丰C
014288.OF,淳厚稳丰A
162721.SZ,广发积极FOF-LOF
015341.OF,同泰泰享中短债C
015342.OF,同泰泰享中短债E
159617.SZ,500价值ETF
015340.OF,同泰泰享中短债A
014710.OF,平安惠韵纯债A
014384.OF,国投瑞银顺腾一年定开
015580.OF,中金金誉
015935.OF,广发景华纯债C
015866.OF,中信建投景泰C
015243.OF,东兴连裕6个月滚动A
015244.OF,东兴连裕6个月滚动C
015865.OF,中信建投景泰A
015861.OF,嘉实同业存单指数7天持有
015937.OF,中信保诚鼎利C
161730.OF,招商智星稳健配置A
015744.OF,交银中债1-5年政策性金融债C
013944.OF,招商智星稳健配置C
014917.OF,汇丰晋信时代先锋A
015263.OF,淳厚稳荣一年定开
014918.OF,汇丰晋信时代先锋C
015823.OF,银华同业存单指数7天持有
015743.OF,交银中债1-5年政策性金融债A
015659.OF,中信建投景晟A
015660.OF,中信建投景晟C
013694.OF,弘毅远方久盈A
013853.OF,大成匠心卓越三年持有A
015234.OF,上银恒享平衡养老目标三年持有
013854.OF,大成匠心卓越三年持有C
013695.OF,弘毅远方久盈C
014546.OF,浦银安盛兴耀优选一年持有C
015507.OF,兴业中证500指数增强A
015741.OF,东财品质生活优选A
015508.OF,兴业中证500指数增强C
014545.OF,浦银安盛兴耀优选一年持有A
015742.OF,东财品质生活优选C
015824.OF,博时月月乐同业存单30天持有
015740.OF,国泰中证港股通科技联接C
015739.OF,国泰中证港股通科技联接A
014547.OF,财通医药鑫选6个月持有A
014634.OF,景顺长城ESG量化A
014385.OF,华富安业一年持有A
014386.OF,华富安业一年持有C
015862.OF,景顺长城同业存单指数7天持有
015620.OF,英大安悦纯债A
015871.OF,景顺长城国证新能源车电池联接A
015621.OF,英大安悦纯债C
015872.OF,景顺长城国证新能源车电池联接C
014635.OF,景顺长城ESG量化C
014548.OF,财通医药鑫选6个月持有C
014580.OF,华泰柏瑞恒泽C
014317.OF,广发价值领航一年持有A
013652.OF,南方誉泰稳健6个月持有C
013702.OF,招商稳锦C
015104.OF,博道研究恒选A
015822.OF,易方达同业存单指数7天持有
015731.OF,景顺长城核心竞争力C
013644.OF,汇添富优质精选一年持有C
015105.OF,博道研究恒选C
015134.OF,华安鼎安优选一年持有C
014755.OF,华安景气优选C
013651.OF,南方誉泰稳健6个月持有A
015133.OF,华安鼎安优选一年持有A
014850.OF,长信稳健成长A
013643.OF,汇添富优质精选一年持有A
014851.OF,长信稳健成长C
014754.OF,华安景气优选A
014318.OF,广发价值领航一年持有C
015826.OF,广发同业存单指数7天持有
014579.OF,华泰柏瑞恒泽A
015762.OF,银华中证基建联接C
015761.OF,银华中证基建联接A
015779.OF,景顺长城价值边际C
013701.OF,招商稳锦A
015431.OF,申万菱信兴利A
015432.OF,申万菱信兴利C
014205.OF,长城中证医药卫生指数增强A
014206.OF,长城中证医药卫生指数增强C
015241.OF,汇添富鑫添利6个月持有A
015242.OF,汇添富鑫添利6个月持有C
011209.OF,泰康招享C
011208.OF,泰康招享A
012103.OF,国寿安保低碳经济C
012102.OF,国寿安保低碳经济A
015608.OF,信澳转型创新C
015540.OF,富国元利C
014965.OF,国投瑞银顺和一年定开
014152.OF,国富鑫享价值C
014151.OF,国富鑫享价值A
013958.OF,华商鑫选回报一年持有期A
013959.OF,华商鑫选回报一年持有期C
015797.OF,万家新能源主题C
015539.OF,富国元利A
015276.OF,博时均衡回报A
015043.OF,西部利得时代动力A
015277.OF,博时均衡回报C
014366.OF,建信普泽养老目标日期2050五年持有A
015044.OF,西部利得时代动力C
850011.OF,海通现金宝
015772.OF,银华互联网主题C
015796.OF,万家新能源主题A
013723.OF,上银聚顺益一年定开
014281.OF,农银汇理金鸿C
014240.OF,农银汇理金鸿A
015827.OF,中欧同业存单指数7天持有
015817.OF,财通资管瑞享12个月C
970170.OF,兴证资管金麒麟悦享添利30天滚动C
015774.OF,长信多利E
970157.OF,国元元增利
970169.OF,兴证资管金麒麟悦享添利30天滚动B
970168.OF,兴证资管金麒麟悦享添利30天滚动A
970163.OF,湘财天天盈
015825.OF,国泰同业存单指数7天持有
013698.OF,华润元大润安C
013697.OF,华润元大润安A
014633.OF,华安中证电子50联接C
014632.OF,华安中证电子50联接A
015575.OF,宝盈新能源产业C
015574.OF,宝盈新能源产业A
015791.OF,天弘中债1-3年国开债C
013603.OF,易方达均衡优选一年持有A
015069.OF,华宝安宜六个月持有A
013604.OF,易方达均衡优选一年持有C
159603.SZ,双创龙头ETF
015070.OF,华宝安宜六个月持有C
015397.OF,博时富鸿金融债3个月定开A
015812.OF,建信鑫荣回报C
015850.OF,农银汇理行业轮动C
015848.OF,天弘合益D
015711.OF,华夏高端装备龙头C
015661.OF,天弘同利D
015438.OF,中银荣享
015710.OF,华夏高端装备龙头A
009965.OF,宝盈祥琪A
009966.OF,宝盈祥琪C
970151.OF,方正证券鑫享三个月滚动E
970150.OF,方正证券鑫享三个月滚动C
015775.OF,景顺长城品质成长C
015768.OF,长信内需成长C
013580.OF,鹏扬丰利一年持有C
013579.OF,鹏扬丰利一年持有A
014796.OF,华夏均衡养老三年持有
013667.OF,中加瑞鸿一年定开
014050.OF,中银远见成长C
014666.OF,工银优质发展A
014701.OF,中欧量化动能A
014702.OF,中欧量化动能C
013894.OF,国联安上证科创板50成份联接C
014252.OF,华泰柏瑞鸿裕90天滚动A
014049.OF,中银远见成长A
014667.OF,工银优质发展C
014253.OF,华泰柏瑞鸿裕90天滚动C
013893.OF,国联安上证科创板50成份联接A
014587.OF,华安中证500指数增强A
014588.OF,华安中证500指数增强C
970160.OF,东莞证券德鑫3个月定开
015373.OF,浙商智选新兴产业A
015374.OF,浙商智选新兴产业C
015669.OF,银河蓝筹精选C
015216.OF,南方誉恒一年持有C
015612.OF,东方红短债E
015215.OF,南方誉恒一年持有A
015670.OF,银河行业优选C
015542.OF,东兴兴福一年定开C
015668.OF,银河消费驱动C
015808.OF,汇添富中证电池主题联接D
015592.OF,国泰事件驱动C
015745.OF,上银鑫卓C
970152.OF,财信证券30天持有
015754.OF,上银内需增长C
015600.OF,国泰创业板C
014743.OF,恒生前海恒源嘉利C
014742.OF,恒生前海恒源嘉利A
015642.OF,银华数字经济C
015641.OF,银华数字经济A
015693.OF,鹏华中证800证券保险C
015756.OF,景顺长城景气成长C
015753.OF,上银鑫达C
015748.OF,上银可转债精选C
015588.OF,国泰大农业C
015647.OF,淳厚同业存单指数7天持有
970166.OF,招商资管增益添彩一个月持有中短债C
015677.OF,鹏华中证一带一路C
015678.OF,鹏华中证高铁产业C
970165.OF,招商资管增益添彩一个月持有中短债A
882118.OF,招商资管增益添彩一个月持有中短债D
013539.OF,嘉实悦康稳健养老一年持有A
560900.SH,创新药企ETF
015599.OF,国泰国证航天军工C
015589.OF,国泰金马稳健回报C
015550.OF,金鹰品质消费C
015549.OF,金鹰品质消费A
014856.OF,建信鑫享短债A
014858.OF,建信鑫享短债F
014857.OF,建信鑫享短债C
015598.OF,国泰中证申万证券行业C
014469.OF,平安元和90天滚动持有短债C
015645.OF,平安同业存单指数7天持有
014468.OF,平安元和90天滚动持有短债A
014779.OF,尚正臻利A
014780.OF,尚正臻利C
014093.OF,汇添富添福睿享稳健养老目标一年持有A
015582.OF,国泰量化策略收益C
588260.SH,科创信息ETF
015752.OF,景顺长城核心招景C
588100.SH,科创信息技术ETF
015755.OF,景顺长城绩优成长C
014924.OF,天弘优利短债A
013948.OF,国金惠利纯债C
014925.OF,天弘优利短债C
015695.OF,瑞达策略优选C
013510.OF,国寿安保养老目标日期2030三年持有A
013990.OF,富国沪港深优质资产C
013989.OF,富国沪港深优质资产A
015694.OF,瑞达策略优选A
015596.OF,国泰国证有色金属行业C
015585.OF,国泰优势行业C
015253.OF,西部利得季季鸿三个月持有C
015237.OF,东财均衡配置三个月持有A
015238.OF,东财均衡配置三个月持有C
015252.OF,西部利得季季鸿三个月持有A
015047.OF,富安达稳健配置6个月持有
013947.OF,国金惠利纯债A
015767.OF,弘毅远方经济新动力C
015594.OF,国泰区位优势C
015593.OF,国泰金鑫C
015706.OF,诺德安元纯债
015666.OF,银河医药健康C
015687.OF,银华乐享C
015667.OF,银河文体娱乐主题C
015665.OF,银河和美生活C
015577.OF,国联安上证商品ETF联接C
015722.OF,长城中小盘成长C
015709.OF,摩根中国优势C
015723.OF,长城久悦C
015773.OF,招商移动互联网C
015751.OF,景顺长城品质长青C
014715.OF,国投瑞银积极养老五年持有
015684.OF,银华盛利C
015615.OF,天弘丰益A
015616.OF,天弘丰益C
014542.OF,华安新能源主题C
013583.OF,招商品质领航A
015307.OF,华泰紫金智享一年定开
015330.OF,财通资管睿达一年定开
015648.OF,兴银同业存单指数7天持有
013584.OF,招商品质领航C
013555.OF,信澳远见价值C
013554.OF,信澳远见价值A
014541.OF,华安新能源主题A
014637.OF,国联安中短债C
015736.OF,长盛盛裕纯债D
014636.OF,国联安中短债A
014993.OF,广发景宏A
015646.OF,中金同业存单指数7天持有
015523.OF,华商鸿盛纯债
013741.OF,万家聚优稳健养老目标一年持有A
014291.OF,东方红民享甄选一年持有
014972.OF,华安沪港深外延增长C
010578.OF,汇安永福90天持有中短债C
015673.OF,鹏华创业板C
010577.OF,汇安永福90天持有中短债A
015676.OF,鹏华中证移动互联网C
014977.OF,华安生态优先C
015644.OF,华夏同业存单指数7天持有
015675.OF,鹏华中证传媒C
014660.OF,金元顺安行业精选C
014990.OF,华安幸福生活C
015674.OF,鹏华中证800地产C
015685.OF,鹏华中证环保产业C
014659.OF,金元顺安行业精选A
015516.OF,建信鑫恒120天滚动中短债A
970159.OF,国联现金添利
015120.OF,中银沃享一年定开
517990.SH,医药ETF沪港深
159612.SZ,标普500ETF
970158.OF,信达现金宝
015650.OF,华泰紫金货币增利B
015651.OF,华泰紫金货币增利E
015517.OF,建信鑫恒120天滚动中短债C
940037.OF,华泰紫金货币增利C
015649.OF,华泰紫金货币增利A
015126.OF,易方达悦鑫一年持有C
015454.OF,中欧中证500指数增强C
015125.OF,易方达悦鑫一年持有A
014698.OF,南方誉稳一年持有C
014697.OF,南方誉稳一年持有A
015169.OF,平安盈瑞六个月持有C
014564.OF,天弘恒生沪深港创新药精选50联接A
015637.OF,摩根阿尔法C
015638.OF,摩根成长动力C
015632.OF,大成惠瑞一年定开
014557.OF,富荣量化精选C
015168.OF,平安盈瑞六个月持有A
014556.OF,富荣量化精选A
015424.OF,中金金选财富6个月持有A
015425.OF,中金金选财富6个月持有C
014738.OF,广发恒祥A
014739.OF,广发恒祥C
015201.OF,创金合信动态平衡C
014121.OF,大成品质医疗A
015200.OF,创金合信动态平衡A
014565.OF,天弘恒生沪深港创新药精选50联接C
014140.OF,易方达高质量增长量化精选C
014122.OF,大成品质医疗C
015672.OF,中加丰裕纯债C
015705.OF,万家现金宝E
015453.OF,中欧中证500指数增强A
015614.OF,华宝价值发现C
014139.OF,易方达高质量增长量化精选A
970154.OF,安信资管瑞安30天持有中短债A
970156.OF,安信资管瑞安30天持有中短债C
970155.OF,安信资管瑞安30天持有中短债B
015437.OF,太平安元A
015449.OF,太平安元C
015371.OF,中加聚享增盈A
015634.OF,中金景气驱动C
015633.OF,中金景气驱动A
015372.OF,中加聚享增盈C
015306.OF,银华鑫峰C
015613.OF,华宝多策略C
015305.OF,银华鑫峰A
015466.OF,太平中证1000指数增强A
013367.OF,汇添富多元价值发现A
013368.OF,汇添富多元价值发现C
013308.OF,易方达恒生科技联接A
013309.OF,易方达恒生科技联接C
015498.OF,华泰紫金中证医药50C
015679.OF,景顺长城沪深300增强C
015240.OF,山证资管裕享增强C
015239.OF,山证资管裕享增强A
015671.OF,前海开源沪深300C
015688.OF,九泰泰富C
015683.OF,景顺长城科技创新C
015603.OF,国泰君安君得盛C
015467.OF,太平中证1000指数增强C
015497.OF,华泰紫金中证医药50A
015643.OF,招商同业存单指数7天持有
015652.OF,国投瑞银瑞利C
014846.OF,博时恒乐A
517850.SH,张江ETF
159797.SZ,医疗器械ETF基金
009110.OF,博远增益纯债C
015403.OF,长江丰瑞3个月持有C
009109.OF,博远增益纯债A
159798.SZ,消费ETF易方达
014847.OF,博时恒乐C
015402.OF,长江丰瑞3个月持有A
014748.OF,西部利得季季稳90天滚动A
014749.OF,西部利得季季稳90天滚动C
015028.OF,鹏华浙华一年持有A
014770.OF,财通资管双福9个月持有C
014769.OF,财通资管双福9个月持有A
015360.OF,摩根博睿均衡一年持有C
014848.OF,宏利闽利一年定开
015359.OF,摩根博睿均衡一年持有A
015029.OF,鹏华浙华一年持有C
970153.OF,中信建投智多鑫
015471.OF,万家鑫橙纯债A
013492.OF,景顺长城30天滚动A
015500.OF,山证资管裕辰
013493.OF,景顺长城30天滚动C
015640.OF,金鹰产业整合C
014305.OF,华泰柏瑞中证500指数增强A
014306.OF,华泰柏瑞中证500指数增强C
014970.OF,华安低碳生活C
014971.OF,华安红利精选C
014975.OF,华安科技动力C
014976.OF,华安升级主题C
015496.OF,景顺长城中证1000指数增强C
513380.SH,恒生科技ETF龙头
014102.OF,鹏扬中债3-5年国开行C
014101.OF,鹏扬中债3-5年国开行A
015472.OF,万家鑫橙纯债C
015495.OF,景顺长城中证1000指数增强A
014655.OF,国联益海30天滚动A
015109.OF,中泰安益利率债C
014656.OF,国联益海30天滚动C
014884.OF,兴银合鑫
013632.OF,富国利享回报12个月持有A
013633.OF,富国利享回报12个月持有C
015108.OF,中泰安益利率债A
014934.OF,南方浩益进取聚申3个月持有A
015427.OF,东吴月月享30天持有C
014935.OF,南方浩益进取聚申3个月持有C
015426.OF,东吴月月享30天持有A
561560.SH,电力ETF
015419.OF,工银安盈C
014217.OF,国泰利享中短债E
013424.OF,宝盈安盛中短债C
013423.OF,宝盈安盛中短债A
015566.OF,万家精选C
880013.OF,招商资管智远天添利
931204.OF,国信现金增利
015558.OF,万家中证红利联接C
015420.OF,工银安盈D
015321.OF,长江新兴产业C
015609.OF,鹏华安盈宝C
015320.OF,长江新兴产业A
015209.OF,华夏鼎成一年定开
015378.OF,兴证全球优选稳健六个月持有C
015481.OF,中欧睿见C
014481.OF,华夏鼎优C
014480.OF,华夏鼎优A
015573.OF,华宝收益增长C
015377.OF,兴证全球优选稳健六个月持有A
014854.OF,嘉实中证半导体增强A
014855.OF,嘉实中证半导体增强C
013545.OF,华夏卓信一年定开
015267.OF,中邮睿泽一年持有C
015266.OF,中邮睿泽一年持有A
159625.SZ,绿色电力ETF
015490.OF,申万菱信稳鑫30天滚动C
015489.OF,申万菱信稳鑫30天滚动A
015473.OF,工银瑞恒3个月定开A
015411.OF,中信建投景安C
015410.OF,中信建投景安A
015392.OF,上银新能源产业精选C
015474.OF,工银瑞恒3个月定开C
015391.OF,上银新能源产业精选A
015572.OF,国投瑞银瑞源C
012928.OF,银华中证光伏产业联接A
012929.OF,银华中证光伏产业联接C
013916.OF,国联成长先锋一年持有A
014882.OF,鑫元悦享60天滚动中短债A
014883.OF,鑫元悦享60天滚动中短债C
013487.OF,华安领荣一年定开
013283.OF,中欧兴盈一年定开
013713.OF,方正富邦鑫益一年定开C
013917.OF,国联成长先锋一年持有C
014078.OF,华商稳健汇利一年持有C
010748.OF,宝盈祥和9个月定开C
010747.OF,宝盈祥和9个月定开A
015283.OF,华安恒生科技联接C
013712.OF,方正富邦鑫益一年定开A
014077.OF,华商稳健汇利一年持有A
014352.OF,东方创新成长A
013181.OF,安信港股通精选A
014414.OF,招商中证畜牧养殖联接A
013182.OF,安信港股通精选C
014490.OF,浙商汇金双月鑫60天滚动中短债A
014491.OF,浙商汇金双月鑫60天滚动中短债C
014415.OF,招商中证畜牧养殖联接C
014353.OF,东方创新成长C
015282.OF,华安恒生科技联接A
014693.OF,万家兴恒回报一年持有A
013268.OF,天弘安康颐利C
013866.OF,中信建投景明一年定开
015452.OF,兴华安丰纯债C
015551.OF,宏利昇利一年定开
014694.OF,万家兴恒回报一年持有C
015561.OF,长城双动力C
015451.OF,兴华安丰纯债A
014894.OF,东吴中债1-3年政策性金融债A
013267.OF,天弘安康颐利A
015562.OF,长城医疗保健C
014895.OF,东吴中债1-3年政策性金融债C
015502.OF,中欧中短债A
014365.OF,建信优享平衡养老目标三年持有A
015563.OF,天弘丰利C
015302.OF,博时双季乐六个月持有C
014578.OF,华泰柏瑞恒悦C
015301.OF,博时双季乐六个月持有A
014577.OF,华泰柏瑞恒悦A
015503.OF,中欧中短债C
015328.OF,华泰紫金中证细分化工产业主题A
013768.OF,平安价值回报C
013767.OF,平安价值回报A
015273.OF,博时恒益稳健一年持有C
015272.OF,博时恒益稳健一年持有A
015518.OF,华夏纳斯达克100联接美元现汇A
015329.OF,华泰紫金中证细分化工产业主题C
015299.OF,华夏纳斯达克100联接A
015300.OF,华夏纳斯达克100联接C
014413.OF,招商核心竞争力C
508018.SH,华夏中国交建REIT
014412.OF,招商核心竞争力A
015076.OF,中加恒享三个月定开
015499.OF,东海祥苏短债E
014691.OF,中加量化研选A
014692.OF,中加量化研选C
870004.OF,广发资管智荟广易六个月持有A
872030.OF,广发资管智荟广易六个月持有C
014079.OF,华夏行业配置C
501217.SH,行业配置FOF
013538.OF,鹏华永宁3个月定开
159618.SZ,光伏ETF指数基金
015526.OF,大成动态量化C
970130.OF,国海证券安盈A
970131.OF,国海证券安盈C
513530.SH,港股通红利ETF
014865.OF,南方富祥稳健养老目标一年持有A
011227.OF,西部利得聚盈一年定开C
011226.OF,西部利得聚盈一年定开A
014915.OF,财通匠心优选一年持有A
014916.OF,财通匠心优选一年持有C
013674.OF,长城价值甄选一年持有A
013675.OF,长城价值甄选一年持有C
013503.OF,易方达中证内地低碳经济主题联接C
013502.OF,易方达中证内地低碳经济主题联接A
010949.OF,景顺长城研究驱动三年持有
015079.OF,永赢成长远航一年持有A
015080.OF,永赢成长远航一年持有C
015204.OF,银华全球新能源车量化优选A
015205.OF,银华全球新能源车量化优选C
014825.OF,汇泉兴至未来一年持有A
014760.OF,中欧琪福C
014826.OF,汇泉兴至未来一年持有C
014759.OF,中欧琪福A
014891.OF,南方浩泰平衡优选一年持有C
014890.OF,南方浩泰平衡优选一年持有A
970142.OF,太平洋证券30天滚动A
970143.OF,太平洋证券30天滚动C
517760.SH,消费TOPETF
011902.OF,南方竞争优势C
014951.OF,汇安润阳三年持有C
014950.OF,汇安润阳三年持有A
970149.OF,银河水星双季增利六个月持有C
015364.OF,汇丰晋信价值先锋C
