ts_code,name
009777.OF,中欧阿尔法C
009776.OF,中欧阿尔法A
009969.OF,金鹰内需成长C
008785.OF,中加博裕纯债
009968.OF,金鹰内需成长A
010028.OF,华泰柏瑞创新升级C
009782.OF,富国兴泉回报12个月持有A
008881.OF,国联安增顺纯债C
008543.OF,西部利得新瑞A
008544.OF,西部利得新瑞C
008880.OF,国联安增顺纯债A
470030.OF,汇添富鑫禧
009877.OF,中银内核驱动A
008459.OF,招商安锦C
860052.OF,光大阳光启明星创新驱动B
860016.OF,光大阳光启明星创新驱动A
860053.OF,光大阳光启明星创新驱动C
008458.OF,招商安锦A
0084911.OF,万家家丰A
0084921.OF,万家家丰C
009846.OF,国富港股通远见价值A
008437.OF,九泰行业优选A
008438.OF,九泰行业优选C
009702.OF,鹏华中债1-3年农发行A
009891.OF,融通产业趋势臻选A
009951.OF,广发稳健回报A
009952.OF,广发稳健回报C
860012.OF,光大阳光稳债收益12个月持有A
860033.OF,光大阳光稳债收益12个月持有C
008442.OF,九泰科新优享C
008441.OF,九泰科新优享A
009822.OF,鹏华招华一年持有A
009823.OF,鹏华招华一年持有C
008832.OF,海富通中证长三角领先ETF联接
008496.OF,国泰惠瑞一年定开
008628.OF,大成惠享一年定开债
009703.OF,鹏华中债1-3年农发行C
009911.OF,长信价值蓝筹两年C
161915.OF,万家创业板2年定开C
009794.OF,太平智选一年定开
009213.OF,易方达如意安泰一年A
009214.OF,易方达如意安泰一年C
009250.OF,易方达磐泰一年持有C
009249.OF,易方达磐泰一年持有A
008877.OF,国联安增盛一年定开纯债
008786.OF,长城健康生活A
008868.OF,民生加银嘉益
009824.OF,鹏华添利宝B
161914.SZ,创业板2年定开
009874.OF,九泰久睿量化A
009240.OF,泰康蓝筹优势
009781.OF,南方产业优势两年持有C
008546.OF,南方产业优势两年持有A
515500.SH,中证长三角领先
008637.OF,国金惠享一年定开
009907.OF,湘财长泽A
009542.OF,银华富利精选A
008465.OF,蜂巢添益A
008636.OF,前海联合泰瑞纯债A
008466.OF,蜂巢添益C
010048.OF,平安短债I
010035.OF,平安高等级债E
009417.OF,国投瑞银顺荣39个月定开A
009775.OF,汇丰晋信中小盘低波动策略C
009658.OF,汇丰晋信中小盘低波动策略A
009880.OF,安信成长动力一年持有
009418.OF,国投瑞银顺荣39个月定开C
008878.OF,国联安新蓝筹红利一年定开
009915.OF,兴银合富
009908.OF,湘财长泽C
009853.OF,中加优势企业A
009854.OF,中加优势企业C
008703.OF,前海联合泰瑞纯债C
009976.OF,东方金证通B
165809.OF,东吴中证可转换债
009073.OF,德邦惠利A
009074.OF,德邦惠利C
009069.OF,大成睿鑫A
009070.OF,大成睿鑫C
009564.OF,汇安消费龙头A
009565.OF,汇安消费龙头C
009892.OF,富国成长策略
008653.OF,长城中债1-3年政策性金融债C
860050.OF,光大阳光稳债中短债C
008652.OF,长城中债1-3年政策性金融债A
009932.OF,永赢稳健增长一年A
008495.OF,景顺长城景泰添利一年定开
860035.OF,光大阳光稳债中短债A
009429.OF,鹏扬景沣六个月持有C
009428.OF,鹏扬景沣六个月持有A
009692.OF,国泰浩益C
009691.OF,国泰浩益A
009934.OF,浦银安盛普华66个月定开C
009878.OF,平安低碳经济A
009879.OF,平安低碳经济C
009492.OF,宝盈创新驱动C
009699.OF,长信浦瑞87个月定开
009491.OF,宝盈创新驱动A
004928.OF,华润元大欣享A
009933.OF,浦银安盛普华66个月定开A
004929.OF,华润元大欣享C
007988.OF,融通通恒63个月定开A
007989.OF,融通通恒63个月定开C
009860.OF,易方达中证银行联接C
009533.OF,太平恒泽63个月定开
161121.SZ,银行LOF易方达
159820.SZ,中证500ETF天弘
009985.OF,永赢迅利中高等级短债E
160516.OF,博时中证全指证券公司A
009248.OF,易方达磐恒九个月持有C
009247.OF,易方达磐恒九个月持有A
008366.OF,广发汇明一年定开
009970.OF,财通内需增长12个月定开
161838.OF,银华创业板两年定开
008363.OF,广发民丰一年定开
009700.OF,长江添利A
009701.OF,长江添利C
008131.OF,景顺长城竞争优势
009151.OF,国寿安保策略优选3个月持有
009616.OF,南方0-2年国开债C
009839.OF,国金惠丰39个月定开
009615.OF,南方0-2年国开债A
160517.OF,博时中证银行A
009887.OF,广发稳健优选六个月持有A
008722.OF,永赢欣益一年定开债
008709.OF,银河龙头A
009888.OF,广发稳健优选六个月持有C
009034.OF,建信上海金ETF联接C
009033.OF,建信上海金ETF联接A
009916.OF,格林泓利A
008987.OF,广发上海金ETF联接C
009254.OF,蜂巢添禧87个月定开债
008986.OF,广发上海金ETF联接A
518860.SH,黄金ETFAU
159808.SZ,创100ETF融通
009917.OF,格林泓利C
007141.OF,嘉合稳健增长A
007142.OF,嘉合稳健增长C
009348.OF,国联价值成长6个月持有C
009347.OF,国联价值成长6个月持有A
009245.OF,国寿安保稳丰6个月持有C
009244.OF,国寿安保稳丰6个月持有A
009411.OF,中银科技创新一年定开
009328.OF,东兴兴晟C
009327.OF,东兴兴晟A
009704.OF,南方景气驱动A
009674.OF,嘉合慧康63个月定开C
009584.OF,华富63个月定开
009673.OF,嘉合慧康63个月定开A
001516.OF,大成安汇金融E
091023.OF,大成安汇金融A
090023.OF,大成安汇金融C
009705.OF,南方景气驱动C
920922.OF,中金精选C
920002.OF,中金精选A
009827.OF,民生加银家盈6个月持有期C
009826.OF,民生加银家盈6个月持有期A
008379.OF,海富通中债3-5年国开C
159815.SZ,浙江100ETF
511360.SH,短融ETF
513990.SH,港股通ETF
008341.OF,华富中债-安徽省公司信用类债券指数C
009761.OF,光大尊合87个月定开
008340.OF,华富中债-安徽省公司信用类债券指数A
008776.OF,华安沪深300ETF联接A
008777.OF,华安沪深300ETF联接C
008102.OF,中金鑫福87个月定开
008380.OF,海富通中债3-5年国开A
009895.OF,摩根瑞盛87个月定开
009444.OF,国泰添福一年定开
506001.SH,万家科创板
009666.OF,兴全恒祥88个月定开
008850.OF,景顺长城价值稳进三年定开
008560.OF,中邮淳悦39个月定开A
009814.OF,宏利乐盈66个月A
009815.OF,宏利乐盈66个月C
009975.OF,华宝标普美国品质人民币C
009583.OF,淳厚安裕87个月定开
009717.OF,博时恒盛一年持有期C
009716.OF,博时恒盛一年持有期A
009386.OF,创金合信泰享39个月定开
008561.OF,中邮淳悦39个月定开C
008229.OF,鑫元安硕两年定开债
009750.OF,汇安价值蓝筹A
009751.OF,汇安价值蓝筹C
009780.OF,德邦锐泽86个月定开
159816.SZ,0-4地债ETF
009475.OF,汇丰晋信慧盈
009362.OF,招商丰盈积极配置A
009828.OF,融通转型三动力C
009572.OF,南方养老2040三年A
009835.OF,融通新能源汽车C
009543.OF,申万菱信安泰富利三年定开A
008537.OF,兴银研究精选A
008538.OF,兴银研究精选C
009544.OF,申万菱信安泰富利三年定开C
009749.OF,西部利得尊泰86个月定开
009841.OF,东财量化精选C
009840.OF,东财量化精选A
009728.OF,中银证券安泰A
009729.OF,中银证券安泰C
007619.OF,中欧润逸63个月定开
009363.OF,招商丰盈积极配置C
008474.OF,招商招阳纯债C
506005.SH,科创板博时
009686.OF,华夏磐利一年定开A
009858.OF,博时价值臻选两年持有C
009687.OF,华夏磐利一年定开C
009731.OF,中信保诚安鑫回报C
008473.OF,招商招阳纯债A
009730.OF,中信保诚安鑫回报A
009857.OF,博时价值臻选两年持有A
009635.OF,鹏华安睿两年持有期C
009634.OF,鹏华安睿两年持有期A
506003.SH,富国科创板
009585.OF,中信建投稳丰63个月
519717.OF,交银中高等级信用债
506000.SH,科创板基金
519722.OF,交银裕惠纯债
506002.SH,易方达科创板
506006.SH,汇添富科创板
159819.SZ,人工智能ETF
009540.OF,兴业睿进C
009539.OF,兴业睿进A
009863.OF,富国创新趋势
512350.SH,福建ETF
008310.OF,长城泰丰纯债C
008309.OF,长城泰丰纯债A
009833.OF,创金合信泰博66个月
007600.OF,泰康润颐63个月
000134.OF,中信保诚嘉鸿A
008250.OF,工银深证100ETF联接C
009802.OF,东海祥泰三年定开
004930.OF,华润元大价值优选A
004931.OF,华润元大价值优选C
009834.OF,东方红鑫泰66个月定开债
009505.OF,富国上海金ETF联接C
000090.OF,民生加银高等级信用债A
009809.OF,易方达恒智63个月定开
008736.OF,南方高股息主题A
000135.OF,中信保诚嘉鸿C
009808.OF,易方达创新成长
000715.OF,民生加银高等级信用债E
008737.OF,南方高股息主题C
009504.OF,富国上海金ETF联接A
008863.OF,中银证券汇兴一年定开
000089.OF,民生加银高等级信用债C
009850.OF,长盛盛杰A
008249.OF,工银深证100ETF联接A
160325.SZ,华夏创业板定开
009715.OF,汇添富策略增长
009569.OF,浙商智多宝稳健一年持有期C
008386.OF,前海联合泓旭定开债
009736.OF,汇添富稳健收益A
009866.OF,永赢瑞宁87个月定开债
008413.OF,长盛竞争优势C
008412.OF,长盛竞争优势A
5012011.SH,科创红土LOF
009711.OF,招商添盛78个月定开债
009737.OF,汇添富稳健收益C
009725.OF,东方红优质甄选一年持有A
009795.OF,嘉实远见精选两年持有期
009568.OF,浙商智多宝稳健一年持有期A
008944.OF,摩根MSCI中国A股ETF联接A
009384.OF,大摩MSCI中国A股增强A
009369.OF,浦银安盛价值精选C
009368.OF,浦银安盛价值精选A
009551.OF,汇添富开放视野中国优势C
009573.OF,南方养老2045三年A
008945.OF,摩根MSCI中国A股ETF联接C
009851.OF,上银聚远盈42个月定开
009268.OF,创金合信稳健增利6个月持有期A
009269.OF,创金合信稳健增利6个月持有期C
009242.OF,中加核心智造A
007723.OF,鹏华锦润86个月定开
009243.OF,中加核心智造C
009550.OF,汇添富开放视野中国优势A
009869.OF,嘉实产业先锋A
009670.OF,东方红益丰纯债A
009870.OF,嘉实产业先锋C
009103.OF,鹏扬红利优选C
009102.OF,鹏扬红利优选A
009760.OF,鹏扬淳安66个月C
009787.OF,鹏华聚合多资产
009759.OF,鹏扬淳安66个月A
009682.OF,南方创新精选一年定期C
009681.OF,南方创新精选一年定期A
009655.OF,工银尊益中短债A
485122.OF,工银尊益中短债C
485022.OF,工银尊益中短债F
009663.OF,华泰紫金创新先锋A
501202.SH,华泰紫金创新先锋LOF
515260.SH,电子ETF
009732.OF,兴业稳泰66个月定开
009662.OF,平安研究睿选C
009661.OF,平安研究睿选A
009194.OF,宏利中证申万绩优策略指数增强型A
009238.OF,兴业绿色纯债一年定开C
009223.OF,宝盈现代服务业A
009224.OF,宝盈现代服务业C
009237.OF,兴业绿色纯债一年定开A
009862.OF,鹏华新兴成长C
009861.OF,鹏华新兴成长A
009195.OF,宏利中证申万绩优策略指数增强型C
009212.OF,易方达恒茂39个月定期
009246.OF,大摩ESG量化先行
008701.OF,华夏黄金ETF联接A
515610.SH,中银中证800ETF
008702.OF,华夏黄金ETF联接C
009646.OF,南方核心成长A
008935.OF,大成科技消费C
009235.OF,景顺长城弘远66个月定开
008934.OF,大成科技消费A
009606.OF,长信稳健精选A
009607.OF,长信稳健精选C
008861.OF,西部利得港股通新机遇A
009474.OF,国泰致远优势
009714.OF,华安聚优精选
009647.OF,南方核心成长C
009561.OF,博时富盛一年定开
009509.OF,平安惠润
009676.OF,国联融慧双欣一年定开C
009675.OF,国联融慧双欣一年定开A
009768.OF,创金合信汇悦一年定开A
009769.OF,创金合信汇悦一年定开C
008804.OF,招商添华A
008805.OF,招商添华C
160926.SZ,创业板定开
009798.OF,大成创业板两年定开C
009791.OF,中欧创业板两年定开C
166027.SZ,中欧创业定开
008608.OF,广发汇浦三年
009672.OF,平安恒泽C
009671.OF,平安恒泽A
970007.OF,华安证券汇赢增利一年持有B
970008.OF,华安证券汇赢增利一年持有C
970006.OF,华安证券汇赢增利一年持有A
009028.OF,浦银安盛安远回报一年持有C
008624.OF,汇安裕鑫12个月定开
009659.OF,民生加银新动能一年定开A
009660.OF,民生加银新动能一年定开C
008685.OF,宝盈盈旭C
008684.OF,宝盈盈旭A
009027.OF,浦银安盛安远回报一年持有A
159999.SZ,永赢中证500ETF
009264.OF,泓德瑞兴三年持有
161040.SZ,创业富国定开
009599.OF,嘉实致嘉
511180.SH,上证可转债ETF
009871.OF,景顺长城景瑞收益债C
008168.OF,汇添富聚焦价值成长三个月持有
008558.OF,永赢邦利A
008559.OF,永赢邦利C
009790.OF,国寿安保增金宝B
008631.OF,国泰民泽平衡养老目标三年A
009499.OF,景顺长城安鑫回报A
009570.OF,鹏华匠心精选A
009571.OF,鹏华匠心精选C
009447.OF,财通资管科技创新一年定开
009755.OF,景顺长城安鑫回报C
009756.OF,华宝宝利
008757.OF,九泰聚鑫A
009612.OF,兴全汇享一年持有C
008758.OF,九泰聚鑫C
009255.OF,中银添盛39个月定开
008885.OF,博远博锐C
009051.OF,易方达中证红利ETF联接A
009052.OF,易方达中证红利ETF联接C
518600.SH,上海金ETF
008884.OF,博远博锐A
009443.OF,工银泰和39个月定开C
008027.OF,工银泰和39个月定开A
009549.OF,汇添富中盘价值精选C
009611.OF,兴全汇享一年持有A
009548.OF,汇添富中盘价值精选A
009788.OF,前海开源惠泽两年定开
009803.OF,易方达7-10年国开行C
009690.OF,易方达瑞锦C
009689.OF,易方达瑞锦A
009312.OF,前海联合价值优选A
009313.OF,前海联合价值优选C
009764.OF,惠升和悦C
009763.OF,惠升和悦A
009618.OF,交银启汇A
008984.OF,财通科技创新C
008983.OF,财通科技创新A
518680.SH,金ETF
009622.OF,中欧心益稳健6个月持有期C
009621.OF,中欧心益稳健6个月持有期A
008181.OF,同泰慧利C
008180.OF,同泰慧利A
008857.OF,华夏鼎航A
008858.OF,华夏鼎航C
009192.OF,中信保诚景裕中短债C
008508.OF,国联聚锦一年定开
009546.OF,博时鑫荣稳健C
009451.OF,中金新盛1年定开
009545.OF,博时鑫荣稳健A
009191.OF,中信保诚景裕中短债A
008478.OF,天弘鑫意39个月定开债
009589.OF,汇添富现金宝C
009588.OF,汇添富现金宝B
009762.OF,国金国鑫灵活配置C
009614.OF,上银中证500指数增强C
009613.OF,上银中证500指数增强A
009399.OF,国新国证雄安建设发展三年定开
009619.OF,博时女性消费主题A
510570.SH,兴业中证500ETF
009598.OF,景顺长城科技创新三年定开
007930.OF,淳厚稳鑫A
009620.OF,博时女性消费主题C
007931.OF,淳厚稳鑫C
001497.OF,大成月添利一个月滚动持有E
009740.OF,博时研究臻选三年持有期A
009412.OF,易方达招易一年持有A
009413.OF,易方达招易一年持有C
090021.OF,大成月添利一个月滚动持有A
091021.OF,大成月添利一个月滚动持有B
009741.OF,博时研究臻选三年持有期C
009525.OF,广发聚荣一年持有A
009526.OF,广发聚荣一年持有C
860038.OF,光大阳光智造B
860018.OF,光大阳光智造A
860039.OF,光大阳光智造C
008927.OF,泰康沪深300ETF联接C
009507.OF,国金鑫意医药消费A
009448.OF,泰康申润一年持有A
008926.OF,泰康沪深300ETF联接A
009508.OF,国金鑫意医药消费C
009449.OF,泰康申润一年持有C
009514.OF,创金合信同顺创业板C
009513.OF,创金合信同顺创业板A
009486.OF,光大瑞和A
000322.OF,农银汇理金汇A
009557.OF,申万菱信创业板量化精选A
009771.OF,汇安嘉汇C
515560.SH,证券ETF建信
660016.OF,农银汇理金聚高等级债
512320.SH,工银MSCI中国ETF
009747.OF,中科沃土沃鑫成长精选C
009487.OF,光大瑞和C
009587.OF,国寿安保瑞和66个月定开
009645.OF,东方阿尔法优势产业C
009644.OF,东方阿尔法优势产业A
009758.OF,富国可转债C
009220.OF,大成彭博农发行债券1-3年指数C
009344.OF,泰康长江经济带C
008622.OF,鹏华股息龙头ETF联接A
009036.OF,浦银安盛中债1-3年国开债C
009142.OF,宏利价值长青C
009141.OF,宏利价值长青A
009633.OF,浦银安盛普嘉87个月定开C
009632.OF,浦银安盛普嘉87个月定开A
009035.OF,浦银安盛中债1-3年国开债A
008553.OF,万家养老2035三年A
008852.OF,人保鑫选双债A
009232.OF,鹏华安惠A
009233.OF,鹏华安惠C
009592.OF,博时研究精选一年持有C
009219.OF,大成彭博农发行债券1-3年指数A
009092.OF,富国新材料新能源A
009591.OF,博时研究精选一年持有A
008364.OF,广发中债3-5年政金债A
008365.OF,广发中债3-5年政金债C
009488.OF,中邮价值精选A
009489.OF,中邮价值精选C
008853.OF,人保鑫选双债C
009453.OF,平安合兴1年定开债
008623.OF,鹏华股息龙头ETF联接C
009174.OF,东方红颐和稳健养老目标两年持有A
009015.OF,泓德睿享一年持有A
009427.OF,鹏扬景惠六个月持有C
009343.OF,泰康长江经济带A
009426.OF,鹏扬景惠六个月持有A
009185.OF,农银汇理永乐3个月
009016.OF,泓德睿享一年持有C
009422.OF,工银彭博国开行债C
